Dates,DJIA CLOSE,SP500 CLOSE
9/23/2019 18:30,26976,2995.92
9/23/2019 19:30,26977.75,2995.25
9/23/2019 20:30,27000.77,2998.08
9/23/2019 21:30,26949.99,2991.78
9/24/2019 15:30,26993.3,2998.39
9/24/2019 16:30,26967.32,2993.46
9/24/2019 17:30,26838.67,2972.48
9/24/2019 18:30,26735.09,2959.78
9/24/2019 19:30,26855.14,2974.97
9/24/2019 20:30,26770.28,2963.78
9/24/2019 21:30,26807.77,2966.6
9/25/2019 15:30,26865.08,2964.04
9/25/2019 16:30,26950.19,2973.61
9/25/2019 17:30,26971.49,2975.4
9/25/2019 18:30,26943.01,2974.74
9/25/2019 19:30,26973.98,2981.48
9/25/2019 20:30,26978.52,2986.04
9/25/2019 21:30,26970.71,2984.87
9/26/2019 15:30,26933.66,2976.31
9/26/2019 16:30,26836.51,2967.58
9/26/2019 17:30,26906.84,2975.42
9/26/2019 18:30,26868.59,2971.23
9/26/2019 19:30,26952.59,2981.45
9/26/2019 20:30,26958.83,2984.16
9/26/2019 21:30,26891.12,2977.62
9/27/2019 15:30,26937.52,2978.25
9/27/2019 16:30,27002.17,2983.82
9/27/2019 17:30,26890.71,2970.09
9/27/2019 18:30,26825.86,2961.04
9/27/2019 19:30,26776.07,2954.41
9/27/2019 20:30,26755.14,2952.05
9/27/2019 21:30,26820.25,2961.79
