Dates,DJIA CLOSE,SP500 CLOSE
6/21/2019 16:30,26842.5,2957.89
6/21/2019 17:30,26791.51,2952.75
6/21/2019 18:30,26796.05,2953.07
6/21/2019 19:30,26790.67,2953.51
6/21/2019 20:30,26793.13,2955.41
6/21/2019 21:30,26719.13,2950.46
6/24/2019 15:30,26787.05,2954.43
6/24/2019 16:30,26773.89,2952.92
6/24/2019 17:30,26763.91,2951.19
6/24/2019 18:30,26753.29,2949.97
6/24/2019 19:30,26735.66,2947.36
6/24/2019 20:30,26747.13,2947.11
6/24/2019 21:30,26727.54,2945.35
6/25/2019 15:30,26648.87,2937.03
6/25/2019 16:30,26685.95,2935.24
6/25/2019 17:30,26674.9,2934.35
6/25/2019 18:30,26641.22,2930.29
6/25/2019 19:30,26587.52,2924.07
6/25/2019 20:30,26572.53,2922.46
6/25/2019 21:30,26548.22,2917.38
6/26/2019 15:30,26598.76,2921.87
6/26/2019 16:30,26616.42,2924.01
6/26/2019 17:30,26616.65,2923.18
6/26/2019 18:30,26601.97,2919.56
6/26/2019 19:30,26600.67,2919.09
6/26/2019 20:30,26582.26,2916.11
6/26/2019 21:30,26536.82,2913.78
6/27/2019 15:30,26518.83,2925.11
6/27/2019 16:30,26484.63,2919.96
6/27/2019 17:30,26546,2925.16
6/27/2019 18:30,26588.83,2927.86
6/27/2019 19:30,26587.68,2928.16
6/27/2019 20:30,26560.47,2925.63
6/27/2019 21:30,26526.58,2924.92
6/28/2019 15:30,26547.26,2929.87
6/28/2019 16:30,26580.08,2932.92
6/28/2019 17:30,26624.59,2939.19
6/28/2019 18:30,26588.8,2936.3
6/28/2019 19:30,26576.83,2934.67
6/28/2019 20:30,26535.76,2931.85
6/28/2019 21:30,26599.96,2941.76
7/1/2019 15:30,26774.32,2965.93
7/1/2019 16:30,26719.45,2961.83
7/1/2019 17:30,26701.61,2961.14
7/1/2019 18:30,26663.32,2957.18
7/1/2019 19:30,26618.86,2952.71
7/1/2019 20:30,26690.55,2960.47
7/1/2019 21:30,26717.43,2964.33
7/2/2019 15:30,26734.3,2967.62
7/2/2019 16:30,26709.27,2964.61
7/2/2019 17:30,26657.43,2958.72
7/2/2019 18:30,26701.36,2963.02
7/2/2019 19:30,26719.57,2965.76
7/2/2019 20:30,26719.04,2966.21
7/2/2019 21:30,26786.68,2973.01
7/3/2019 15:30,26863.41,2984.35
7/3/2019 16:30,26872.21,2986.14
7/3/2019 17:30,26935.3,2992.32
7/3/2019 18:30,26966,2995.82
7/3/2019 20:30,26966,2995.82
7/5/2019 15:30,26788.33,2972.59
7/5/2019 16:30,26828.96,2977.72
7/5/2019 17:30,26899.45,2982.4
7/5/2019 18:30,26918.99,2987.4
7/5/2019 19:30,26912.06,2988.41
7/5/2019 20:30,26927.89,2991.17
7/5/2019 21:30,26922.12,2990.41
7/8/2019 15:30,26807.83,2975.79
7/8/2019 16:30,26799.5,2975.39
7/8/2019 17:30,26771.28,2971.44
7/8/2019 18:30,26791.73,2973.68
7/8/2019 19:30,26777.34,2972.4
7/8/2019 20:30,26806.94,2975.91
7/8/2019 21:30,26806.14,2975.95
7/9/2019 15:30,26707.67,2970.63
7/9/2019 16:30,26708.03,2973.33
7/9/2019 17:30,26715.06,2974.37
7/9/2019 18:30,26727.46,2974.42
7/9/2019 19:30,26738.26,2975.63
7/9/2019 20:30,26726.83,2973.54
7/9/2019 21:30,26783.49,2979.63
7/10/2019 15:30,26916.11,2992.98
7/10/2019 16:30,26835.72,2987.02
7/10/2019 17:30,26850.21,2991.64
7/10/2019 18:30,26883.78,2994.63
7/10/2019 19:30,26857.03,2991.07
7/10/2019 20:30,26858.72,2991.22
7/10/2019 21:30,26860.2,2993.07
7/11/2019 15:30,26973.07,2995.53
7/11/2019 16:30,27042.23,2999.76
7/11/2019 17:30,27057.44,3000.01
7/11/2019 18:30,27021.24,2994.17
7/11/2019 19:30,27001.48,2990.48
7/11/2019 20:30,27033.01,2994.31
7/11/2019 21:30,27088.08,2999.91
7/12/2019 15:30,27233.12,3004.5
7/12/2019 16:30,27232.75,3006.5
7/12/2019 17:30,27227.75,3005.21
7/12/2019 18:30,27236.65,3007.07
7/12/2019 19:30,27260.32,3008.01
7/12/2019 20:30,27286.44,3009.56
7/12/2019 21:30,27332.03,3013.77
7/15/2019 15:30,27340.88,3013.52
7/15/2019 16:30,27320.61,3012.25
7/15/2019 17:30,27307.37,3010.24
7/15/2019 18:30,27301.13,3009.99
7/15/2019 19:30,27322.68,3012.85
7/15/2019 20:30,27332.47,3011.82
7/15/2019 21:30,27359.16,3014.3
7/16/2019 15:30,27380.94,3013.25
7/16/2019 16:30,27363.69,3010.45
7/16/2019 17:30,27310.85,3003.63
7/16/2019 18:30,27359.26,3008.01
7/16/2019 19:30,27339.86,3002.64
7/16/2019 20:30,27359.12,3005.27
7/16/2019 21:30,27335.63,3004.04
7/17/2019 15:30,27308.29,2997.21
7/17/2019 16:30,27274.74,2994.73
7/17/2019 17:30,27278.28,2995.05
7/17/2019 18:30,27287.88,2995.25
7/17/2019 19:30,27273.22,2992.96
7/17/2019 20:30,27242.71,2988.37
7/17/2019 21:30,27219.85,2984.42
7/18/2019 15:30,27193.28,2985.25
7/18/2019 16:30,27116.67,2978.46
7/18/2019 17:30,27126.52,2980.39
7/18/2019 18:30,27136.88,2982.57
7/18/2019 19:30,27210.91,2991.32
7/18/2019 20:30,27205.13,2992.7
7/18/2019 21:30,27222.97,2995.11
7/19/2019 15:30,27296.37,3000.41
7/19/2019 16:30,27281.53,2997.25
7/19/2019 17:30,27295.26,2998.06
7/19/2019 18:30,27300.72,2996.44
7/19/2019 19:30,27239.28,2988.27
7/19/2019 20:30,27218.08,2983.88
7/19/2019 21:30,27154.2,2976.61
7/22/2019 15:30,27147.94,2982.35
7/22/2019 16:30,27119.07,2978.59
7/22/2019 17:30,27154.07,2983.7
7/22/2019 18:30,27162.22,2984.41
7/22/2019 19:30,27153.47,2984.85
7/22/2019 20:30,27172.04,2986.05
7/22/2019 21:30,27171.9,2985.03
7/23/2019 15:30,27238.26,2990.19
7/23/2019 16:30,27245.52,2992.54
7/23/2019 17:30,27212.31,2991.33
7/23/2019 18:30,27245.86,2994.58
7/23/2019 19:30,27326.7,3001.6
7/23/2019 20:30,27351.4,3003.61
7/23/2019 21:30,27349.19,3005.47
7/24/2019 15:30,27259.43,3006.1
7/24/2019 16:30,27222.55,3004.83
7/24/2019 17:30,27221,3006.69
7/24/2019 18:30,27230.37,3009.86
7/24/2019 19:30,27232.79,3012.83
7/24/2019 20:30,27250.57,3017.4
7/24/2019 21:30,27269.97,3019.56
7/25/2019 15:30,27188.23,3009.25
7/25/2019 16:30,27181.67,3010.27
7/25/2019 17:30,27135.48,3005.27
7/25/2019 18:30,27102.7,3002.12
7/25/2019 19:30,27132.88,3006.83
7/25/2019 20:30,27129.17,3004.09
7/25/2019 21:30,27140.98,3003.67
7/26/2019 15:30,27143.32,3017.01
7/26/2019 16:30,27159.66,3020.4
7/26/2019 17:30,27169.35,3023
7/26/2019 18:30,27155.24,3023.43
7/26/2019 19:30,27153.41,3023.52
7/26/2019 20:30,27197.68,3026.55
7/26/2019 21:30,27192.45,3025.86
7/29/2019 15:30,27220.04,3017.97
7/29/2019 16:30,27268.2,3021.23
7/29/2019 17:30,27241.06,3019.98
7/29/2019 18:30,27257.42,3021.79
7/29/2019 19:30,27239.45,3021.65
7/29/2019 20:30,27216.82,3019.73
7/29/2019 21:30,27221.35,3020.97
7/30/2019 15:30,27150.49,3009.39
7/30/2019 16:30,27184.93,3012.6
7/30/2019 17:30,27187.53,3012.26
7/30/2019 18:30,27156.33,3009.89
7/30/2019 19:30,27218.58,3015.91
7/30/2019 20:30,27172.69,3010.61
7/30/2019 21:30,27198.02,3013.18
7/31/2019 15:30,27208.26,3011.25
7/31/2019 16:30,27210.42,3014.84
7/31/2019 17:30,27212.72,3015.37
7/31/2019 18:30,27211.68,3014.99
7/31/2019 19:30,27146.74,3008.01
7/31/2019 20:30,26977.78,2995.67
7/31/2019 21:30,26864.27,2980.38
8/1/2019 15:30,27041.11,3001.91
8/1/2019 16:30,27147.98,3012.51
8/1/2019 17:30,27113,3007.05
8/1/2019 18:30,26940.42,2987.24
8/1/2019 19:30,26638.75,2957.6
8/1/2019 20:30,26635.25,2960.19
8/1/2019 21:30,26583.42,2953.56
8/2/2019 15:30,26400.33,2929.15
8/2/2019 16:30,26322.38,2922.96
8/2/2019 17:30,26418.26,2933.36
8/2/2019 18:30,26334.22,2920.43
8/2/2019 19:30,26412.88,2926.97
8/2/2019 20:30,26468.28,2933.34
8/2/2019 21:30,26485.01,2932.05
8/5/2019 15:30,25955.79,2871.29
8/5/2019 16:30,25931.48,2870.56
8/5/2019 17:30,25840.34,2859.45
8/5/2019 18:30,25775.23,2853.6
8/5/2019 19:30,25639.88,2838.17
8/5/2019 20:30,25645.1,2837.89
8/5/2019 21:30,25717.74,2844.74
8/6/2019 15:30,25794.34,2858.09
8/6/2019 16:30,25773.75,2854.92
8/6/2019 17:30,25788.34,2854.26
8/6/2019 18:30,25883.38,2865.7
8/6/2019 19:30,25988.03,2879.82
8/6/2019 20:30,25969.12,2876.36
8/6/2019 21:30,26029.52,2881.77
8/7/2019 15:30,25638.01,2850.09
8/7/2019 16:30,25722.93,2857.87
8/7/2019 17:30,25700.12,2851.85
8/7/2019 18:30,25826.69,2864.26
8/7/2019 19:30,25931.95,2875.12
8/7/2019 20:30,26026.23,2886.66
8/7/2019 21:30,26007.07,2883.98
8/8/2019 15:30,26145.26,2909.97
8/8/2019 16:30,26217.13,2918.31
8/8/2019 17:30,26303.58,2928.25
8/8/2019 18:30,26281.09,2926.19
8/8/2019 19:30,26290.04,2927.75
8/8/2019 20:30,26287.76,2928.91
8/8/2019 21:30,26378.19,2938.09
8/9/2019 15:30,26186.1,2913.91
8/9/2019 16:30,26097.64,2902.07
8/9/2019 17:30,26135.76,2903.39
8/9/2019 18:30,26321.2,2922.83
8/9/2019 19:30,26336.73,2924.72
8/9/2019 20:30,26372.06,2927.81
8/9/2019 21:30,26287.44,2918.65
8/12/2019 15:30,26146.93,2904.43
8/12/2019 16:30,26025.3,2894.25
8/12/2019 17:30,26074.67,2900.73
8/12/2019 18:30,26018.45,2893.41
8/12/2019 19:30,25924.09,2882.4
8/12/2019 20:30,25883.4,2881.07
8/12/2019 21:30,25896.44,2882.69
8/13/2019 15:30,26396.41,2939.75
8/13/2019 16:30,26253.39,2920.53
8/13/2019 17:30,26325.02,2932.25
8/13/2019 18:30,26300.56,2927.95
8/13/2019 19:30,26334.52,2932.81
8/13/2019 20:30,26297.29,2929.52
8/13/2019 21:30,26279.91,2926.32
8/14/2019 15:30,25883.26,2880.81
8/14/2019 16:30,25698.85,2862.58
8/14/2019 17:30,25625.11,2853.86
8/14/2019 18:30,25649.66,2855.34
8/14/2019 19:30,25587.67,2851
8/14/2019 20:30,25560.25,2848.28
8/14/2019 21:30,25479.42,2840.6
8/15/2019 15:30,25487.51,2846.88
8/15/2019 16:30,25510.67,2845
8/15/2019 17:30,25552.66,2847.71
8/15/2019 18:30,25526.42,2844.33
8/15/2019 19:30,25505.3,2841.53
8/15/2019 20:30,25542.85,2845.37
8/15/2019 21:30,25579.39,2847.6
8/16/2019 15:30,25774.86,2876.04
8/16/2019 16:30,25848.2,2885.53
8/16/2019 17:30,25846.66,2885.98
8/16/2019 18:30,25883.99,2890.95
8/16/2019 19:30,25850.01,2887.05
8/16/2019 20:30,25843.96,2886.66
8/16/2019 21:30,25886.01,2888.68
8/19/2019 15:30,26110.4,2918.51
8/19/2019 16:30,26168.12,2925.07
8/19/2019 17:30,26145.39,2923.8
8/19/2019 18:30,26178.54,2929.01
8/19/2019 19:30,26164.09,2926.39
8/19/2019 20:30,26165.37,2926.46
8/19/2019 21:30,26135.79,2923.65
8/20/2019 15:30,26077.76,2913.34
8/20/2019 16:30,26114.8,2918.93
8/20/2019 17:30,26107.33,2918.32
8/20/2019 18:30,26086.91,2915.97
8/20/2019 19:30,26044.75,2907.98
8/20/2019 20:30,26056.93,2909.64
8/20/2019 21:30,25962.44,2900.51
8/21/2019 15:30,26198.85,2923.89
8/21/2019 16:30,26226.42,2925.37
8/21/2019 17:30,26232.38,2924.88
8/21/2019 18:30,26236.19,2925.68
8/21/2019 19:30,26237.34,2925.75
8/21/2019 20:30,26192.71,2922.64
8/21/2019 21:30,26202.73,2924.43
8/22/2019 15:30,26255.45,2921.41
8/22/2019 16:30,26165.1,2913.31
8/22/2019 17:30,26250.41,2919.86
8/22/2019 18:30,26288.49,2926.1
8/22/2019 19:30,26264.26,2923.48
8/22/2019 20:30,26266.72,2925.07
8/22/2019 21:30,26252.24,2922.95
8/23/2019 15:30,26208.18,2914.89
8/23/2019 16:30,25905.96,2881.79
8/23/2019 17:30,25789.58,2868.56
8/23/2019 18:30,25721.5,2859.31
8/23/2019 19:30,25741.22,2862.12
8/23/2019 20:30,25665.57,2852.53
8/23/2019 21:30,25628.9,2847.11
8/26/2019 15:30,25765.33,2861.49
8/26/2019 16:30,25845.71,2869.29
8/26/2019 17:30,25899.56,2875.79
8/26/2019 18:30,25864.48,2873.21
8/26/2019 19:30,25782.78,2865.26
8/26/2019 20:30,25823.83,2869.62
8/26/2019 21:30,25898.83,2878.38
8/27/2019 15:30,25958.45,2887.7
8/27/2019 16:30,25868.1,2875.2
8/27/2019 17:30,25831.14,2872.37
8/27/2019 18:30,25787.64,2868.03
8/27/2019 19:30,25804.33,2869.62
8/27/2019 20:30,25798.08,2870.49
8/27/2019 21:30,25777.9,2869.16
8/28/2019 15:30,25808.34,2870.08
8/28/2019 16:30,25966.15,2884.96
8/28/2019 17:30,25961.57,2883.4
8/28/2019 18:30,25979.03,2883.75
8/28/2019 19:30,25998.89,2885.01
8/28/2019 20:30,25998.91,2885.06
8/28/2019 21:30,26036.1,2887.94
8/29/2019 15:30,26301.74,2919.48
8/29/2019 16:30,26332.46,2921.16
8/29/2019 17:30,26368.81,2925.03
8/29/2019 18:30,26365.3,2925.5
8/29/2019 19:30,26394.08,2927.78
8/29/2019 20:30,26340.07,2922.03
8/29/2019 21:30,26362.25,2924.58
8/30/2019 15:30,26462.5,2933.18
8/30/2019 16:30,26319.32,2916.65
8/30/2019 17:30,26400.06,2925.61
8/30/2019 18:30,26387.53,2923.83
8/30/2019 19:30,26393.55,2925.41
8/30/2019 20:30,26363.74,2922.09
8/30/2019 21:30,26403.28,2926.46
9/3/2019 15:30,26051.75,2900.92
9/3/2019 16:30,26061.46,2902.58
9/3/2019 17:30,26067.01,2903.98
9/3/2019 18:30,26048.81,2900.85
9/3/2019 19:30,26050.25,2898.69
9/3/2019 20:30,26102.94,2903.45
9/3/2019 21:30,26118.02,2906.27
9/4/2019 15:30,26285.38,2925.54
9/4/2019 16:30,26326.58,2930.72
9/4/2019 17:30,26312.91,2931.37
9/4/2019 18:30,26331.95,2933.78
9/4/2019 19:30,26316.76,2932.38
9/4/2019 20:30,26343.85,2935.76
9/4/2019 21:30,26355.47,2937.78
9/5/2019 15:30,26789.75,2979.77
9/5/2019 16:30,26799.8,2978.6
9/5/2019 17:30,26763.01,2975.1
9/5/2019 18:30,26773.01,2976.52
9/5/2019 19:30,26741.17,2975.12
9/5/2019 20:30,26772.62,2979.87
9/5/2019 21:30,26728.15,2976
9/6/2019 15:30,26787.66,2981.61
9/6/2019 16:30,26811.51,2981.45
9/6/2019 17:30,26817.96,2981.15
9/6/2019 18:30,26845.67,2983.9
9/6/2019 19:30,26828.81,2982.85
9/6/2019 20:30,26829.92,2983.5
9/6/2019 21:30,26797.46,2978.71
9/9/2019 15:30,26884.81,2984.03
9/9/2019 16:30,26881.36,2984.16
9/9/2019 17:30,26813.34,2974.71
9/9/2019 18:30,26788.04,2973.35
9/9/2019 19:30,26803.89,2972.18
9/9/2019 20:30,26839.36,2976.91
9/9/2019 21:30,26835.51,2978.43
9/10/2019 15:30,26773.96,2964.42
9/10/2019 16:30,26751.53,2959.44
9/10/2019 17:30,26837.82,2971.52
9/10/2019 18:30,26810.19,2969.15
9/10/2019 19:30,26783.35,2965.01
9/10/2019 20:30,26798.46,2965.73
9/10/2019 21:30,26909.43,2979.39
9/11/2019 15:30,26949.67,2986.52
9/11/2019 16:30,26980.21,2987.81
9/11/2019 17:30,26997.07,2992.1
9/11/2019 18:30,27032.99,2994.37
9/11/2019 19:30,27042.2,2992.09
9/11/2019 20:30,27066.36,2993.94
9/11/2019 21:30,27137.04,3000.93
9/12/2019 15:30,27262.25,3016.96
9/12/2019 16:30,27219.46,3011.93
9/12/2019 17:30,27258.41,3013.91
9/12/2019 18:30,27267.26,3017.57
9/12/2019 19:30,27274.76,3017.02
9/12/2019 20:30,27241.36,3015.77
9/12/2019 21:30,27182.45,3009.57
9/13/2019 15:30,27257.44,3014.01
9/13/2019 16:30,27242.81,3012.83
9/13/2019 17:30,27225.64,3009.84
9/13/2019 18:30,27236.99,3010.53
9/13/2019 19:30,27232.12,3007.89
9/13/2019 20:30,27212.64,3005.74
9/13/2019 21:30,27219.52,3007.39
9/16/2019 15:30,27082.03,2997.04
9/16/2019 16:30,27114.52,2999.59
9/16/2019 17:30,27068.52,2994
9/16/2019 18:30,27084.1,2996.58
9/16/2019 19:30,27100.09,2998.54
9/16/2019 20:30,27074.51,2996.79
9/16/2019 21:30,27076.82,2997.96
9/17/2019 15:30,27033.59,2997.68
9/17/2019 16:30,27043.73,2998.87
9/17/2019 17:30,27029.32,2997.16
9/17/2019 18:30,27044.14,2996.62
9/17/2019 19:30,27055.07,2997.93
9/17/2019 20:30,27070.39,3000.22
9/17/2019 21:30,27110.8,3005.7
9/18/2019 15:30,27079.52,3000.66
9/18/2019 16:30,27047.4,2997.21
9/18/2019 17:30,27048.48,2997.37
9/18/2019 18:30,27019.02,2992.5
9/18/2019 19:30,26940.7,2983.42
9/18/2019 20:30,27050.45,2995.92
9/18/2019 21:30,27147.08,3006.73
9/19/2019 15:30,27230.01,3018.07
9/19/2019 16:30,27240.11,3019.3
9/19/2019 17:30,27179.68,3012.35
9/19/2019 18:30,27188.58,3014.08
9/19/2019 19:30,27162.36,3012.73
9/19/2019 20:30,27132.32,3010.76
9/19/2019 21:30,27094.79,3006.79
9/20/2019 15:30,27181.47,3014.63
9/20/2019 16:30,27139.57,3010.15
9/20/2019 17:30,27151.63,3010.12
9/20/2019 18:30,27008.87,2996.45
9/20/2019 19:30,27025.66,2998.71
9/20/2019 20:30,26991.53,2996.52
9/20/2019 21:30,26935.07,2992.07
9/23/2019 15:30,26893.49,2989.39
9/23/2019 16:30,26944.11,2992.25
9/23/2019 17:30,26961.72,2995.3
